ID_point,Point_name,Date ,Decimale_date,Collecting_campaign,Year,Coordinates_X,Coordinates_X_UTM_31,Coordinates_Y,Coordinates_Y_UTM_31,Altitude_asl,Profondeur_cm,Profondeur_approximative,Color,Hcl,Hcl_rough,Humidity,Hydromorphy,Hydromorphy_intensity,Texture,Surface_structure,Average_surface_stability_6,Flapping_crust,Compactness,Rough_approximate_elements_%,Comments,Parcel_code,zone,EC_1_5_mS_cm,EC_mS_cm,pH,Ca_ppm,Na_ppm,NO3_ppm,K_ppm
JP19G16,G16,19/06/2019,43635,JP19,2019,"3,056682","504606,41","43,181792","4781004,37","1,667",30-40,35,10YR4/4,3,,1,10,P,silty clay,,,,,,,3,G,"1,016","6,84784","8,33",46,,,
JP19G16,G16,19/06/2019,43635,JP19,2019,"3,056682","504606,41","43,181792","4781004,37","1,227",70-80,75,10YR5/4,3,,2,10,P,silty clay,,,,,,,3,G,"1,116","7,52184","8,15",40,,,
JP19G16,G16,19/06/2019,43635,JP19,2019,"3,056682","504606,41","43,181792","4781004,37","1,967",90-120,105,10YR5/4,3,,2,10,P,silty clay,,,,,,,3,G,"0,996","6,71304","8,48",20,,,
JP19G17,G17,19/06/2019,43635,JP19,2019,"3,058618","504764,97","43,166069","4779258,41","11,164",0-20,10,10YR5/6,2,,0,0,,sandy clay loam,sub,"3,16666666666667",,,50,"Vineyards near dwellings, slope towards Narbonne, Agriculture which resembles reasoned, Goblets, little mortality",1,G,"0,316","2,12984","8,21",94,,,
JP19E54,E54,19/06/2019,43635,JP19,2019,"3,056066","504557,61","43,164909","4779129,45","2,365",0-20,10,10YR5/4,3,,1,0,,clay,sub,3,,,5-10,"Trellised vines, young with no apparent problems, Sustainable agriculture with a lot of grasses",1,E,"0,26","1,7524","8,28",95,,,
JP19E54,E54,19/06/2019,43635,JP19,2019,"3,056066","504557,61","43,164909","4779129,45","2,115",30-40,35,10YR5/4,3,,1,0,,clay,,,,,,,1,E,"0,249","1,67826","8,32",,,,
JP19E54,E54,19/06/2019,43635,JP19,2019,"3,056066","504557,61","43,164909","4779129,45","1,715",70-80,75,10YR5/3,3,,2,0,,clay,,,,,,,1,E,"0,341","2,29834","8,18",87,,,
JP19E54,E54,19/06/2019,43635,JP19,2019,"3,056066","504557,61","43,164909","4779129,45","1,415",90-120,105,10YR5/3,3,,3,0,,loamy sand,,,,,,,1,E,"0,267","1,79958","8,31",86,,,
JP19E55,E55,19/06/2019,43635,JP19,2019,"3,055381","504501,77","43,166929","4779353,74","1,759",0-20,10,10YR5/4,3,,1,0,,silty clay,,"3,16666666666667",,,0,"Classic tilled vines, localized mortality, sometimes a few yellow leaves, fallow fields beside, ditches not maintained.",1,E,"0,403","2,71622","8,31",81,,,
JP19E55,E55,19/06/2019,43635,JP19,2019,"3,055381","504501,77","43,166929","4779353,74","1,509",30-40,35,10YR5/4,3,,1,0,,silty clay,,,,,,,1,E,"0,729","4,91346","8,11",94,,,
JP19E55,E55,19/06/2019,43635,JP19,2019,"3,055381","504501,77","43,166929","4779353,74","1,109",70-80,75,10YR5/4,3,,1,11,M,silty clay,,,,,,,1,E,"0,887","5,97838","8,44",29,,,
JP19E55,E55,19/06/2019,43635,JP19,2019,"3,055381","504501,77","43,166929","4779353,74","0,809",90-120,105,10YR5/3,3,,2,11,F,silty clay,,,,,,,1,E,"1,192","8,03408","8,45",,,,
JP19E56,E56,19/06/2019,43635,JP19,2019,"3,044175","503590,87","43,166961","4779356,75","0,994",0-20,10,10YR5/4,3,,1,0,,silty clay,sub,2,,,20,"Abandoned wasteland areas, surrounded by ditches may be old vines, old drains seem to resurface, The parcels around are in the same state, Low vegetation, similar to what I can find in a saline environment, presence of many shells, Between 90 and 120cm we go from a thicker to a finer texture.",2,E,"4,4","29,656",,,,,
JP19E56,E56,19/06/2019,43635,JP19,2019,"3,044175","503590,87","43,166961","4779356,75","0,744",30-40,35,10YR5/4,3,,1,10,P,silty clay,,,,,,,2,E,"2,64","17,7936","8,19",82,,,
JP19E56,E56,19/06/2019,43635,JP19,2019,"3,044175","503590,87","43,166961","4779356,75","0,344",70-80,75,10YR5/4,3,,2,10,M,silty clay,,,,,,,2,E,"2,82","19,0068","8,19",68,,,
JP19E56,E56,19/06/2019,43635,JP19,2019,"3,044175","503590,87","43,166961","4779356,75","0,044",90-120,105,10YR5/4,3,,2,11,M,silty clay,,,,,,,2,E,"3,48","23,4552","7,87",77,,,
JP19G18,G18,20/06/2019,43636,JP19,2019,"3,05593","504546,94","43,159627","4778542,87",,0-20,10,"7,5YR6/8",3,,1,0,,clay loam,,4,,,>30,"Vineyards, mortality, conventional work but likely limited chemistry",1,G,"0,301","2,02874","8,04",93,,,
JP19G18,G18,20/06/2019,43636,JP19,2019,"3,05593","504546,94","43,159627","4778542,87",,30-40,35,"7,5YR5/6",3,,1,10,M,clay loam,,,,,,,1,G,"0,277","1,86698","8,24",88,,,
JP19E57,E57,20/06/2019,43636,JP19,2019,"3,054123","504400,23","43,156991","4778250,04","1,708",0-20,10,10YR6/4,3,,1,0,,clay,,6,,,15,"Parcel of cut hay, Close to vineyards and natural areas, Lots of organic matter in the aggregates tested for stability",4,E,"0,394","2,65556","8,42",110,,,
JP19E57,E57,20/06/2019,43636,JP19,2019,"3,054123","504400,23","43,156991","4778250,04","1,458",30-40,35,10YR6/4,3,,1,0,,clay,,,,,,,4,E,"0,357","2,40618","8,16",100,,,
JP19E57,E57,20/06/2019,43636,JP19,2019,"3,054123","504400,23","43,156991","4778250,04","1,058",70-80,75,10YR6/4,3,,1,10,M,clay,,,,,,,4,E,"0,513","3,45762","7,98",74,,,
JP19E57,E57,20/06/2019,43636,JP19,2019,"3,054123","504400,23","43,156991","4778250,04","0,758",90-120,105,10YR5/4,3,,1,11,F,silty clay,,,,,,,4,E,"0,62","4,1788","8,33",55,,,
JP19E58,E58,20/06/2019,43636,JP19,2019,"3,052072","504233,52","43,156421","4778186,64","0,893",0-20,10,10YR6/4,3,,1,0,,silty clay,,,,,10,"Natural Area, Low Vegetation, Abandoned Ditches",2,E,"1,133","7,63642","8,34",57,,,
JP19E58,E58,20/06/2019,43636,JP19,2019,"3,052072","504233,52","43,156421","4778186,64","0,643",30-40,35,10YR6/4,3,,1,0,,silty clay,,,,,,,2,E,"1,98","13,3452","8,29",66,,,
JP19E58,E58,20/06/2019,43636,JP19,2019,"3,052072","504233,52","43,156421","4778186,64","0,243",70-80,75,10YR5/4,3,,1,11,P,silty clay,,,,,,,2,E,"3,06","20,6244","8,16",61,,,
JP19E58,E58,20/06/2019,43636,JP19,2019,"3,052072","504233,52","43,156421","4778186,64","-0,057",90-120,105,10YR4/4,3,,1,11,F,silty clay,,,,,,,2,E,"3,46","23,3204","8,25",64,,,
JP19E59,E59,20/06/2019,43636,JP19,2019,"3,02569","502089,99","43,116526","4773755,26","0,55",0-20,10,10YR5/4,3,,1,10,M,silty clay,,"2,83333333333333",,,0,"Natural zone in the south of Grand Castelou, Big round without vegetation when around is big reeds, Very dry, big cracks, Shells, near pond, Sort of old drains in terra cotta, Water 70-80cm in a sandy portion",2,E,"0,96","6,4704","8,35",51,,,
JP19E59,E59,20/06/2019,43636,JP19,2019,"3,02569","502089,99","43,116526","4773755,26","0,3",30-40,35,10YR5/4,3,,1,11,M,silty clay,,,,,,,2,E,"1,067","7,19158","8,45",21,,,
JP19E59,E59,20/06/2019,43636,JP19,2019,"3,02569","502089,99","43,116526","4773755,26","-0,1",70-80,75,10YR5/3,3,,3,11,M,clay loam,,,,,,,2,E,"1,503","10,13022",,,,,
JP19E59,E59,20/06/2019,43636,JP19,2019,"3,02569","502089,99","43,116526","4773755,26","-0,4",90-120,105,10YR5/3,3,,3,11,M,loamy sand,,,,,,,2,E,"1,745","11,7613","8,24",58,,,
JP19E60,E60,20/06/2019,43636,JP19,2019,"3,026514","502156,99","43,117638","4773878,77","0,868",0-20,10,10YR5/4,3,,1,10,M,silty clay,,"2,33333333333333",,,0,"Natural zone, low dry vegetation, brown soil surface, cracks, Water 80-90cm in the same sandy layer.",2,E,"2,72","18,3328","8,37",41,,,
JP19E60,E60,20/06/2019,43636,JP19,2019,"3,026514","502156,99","43,117638","4773878,77","0,618",30-40,35,10YR5/4,3,,1,11,M,silty clay,,,,,,,2,E,"2,2","14,828","8,23",66,,,
JP19E60,E60,20/06/2019,43636,JP19,2019,"3,026514","502156,99","43,117638","4773878,77","0,218",70-80,75,10YR5/4,3,,2,11,M,silty clay,,,,,,,2,E,"2,83","19,0742","8,3",40,,,
JP19E60,E60,20/06/2019,43636,JP19,2019,"3,026514","502156,99","43,117638","4773878,77","-0,082",90-120,105,10YR5/3,3,,3,11,M,loamy sand,,,,,,,2,E,"2,14","14,4236","8,2",54,,,
JP19E61,E61,20/06/2019,43636,JP19,2019,"3,024995","502033,17","43,125032","4774699,84","0,782",0-20,10,10YR5/4,3,,1,0,,silty clay,,,,,,"120cm saturated reduced clay, After sandier, grassed ditches",2,E,"1,153","7,77122","8,31",54,,,
JP19E61,E61,20/06/2019,43636,JP19,2019,"3,024995","502033,17","43,125032","4774699,84","0,532",30-40,35,10YR5/4,3,,1,10,M,silty clay,,,,,,,2,E,"1,193","8,04082","8,37",39,,,
JP19E61,E61,20/06/2019,43636,JP19,2019,"3,024995","502033,17","43,125032","4774699,84","0,132",70-80,75,10YR5/3,3,,1,11,M,silty clay,,,,,,,2,E,"1,367","9,21358","8,38",30,,,
JP19E61,E61,20/06/2019,43636,JP19,2019,"3,024995","502033,17","43,125032","4774699,84","-0,168",90-120,105,10YR6/3,3,,2,11,M,silty clay,,,,,,,2,E,"1,217","8,20258","8,36",37,,,
JP19E61,E61,20/06/2019,43636,JP19,2019,"3,024995","502033,17","43,125032","4774699,84",,140-150,145,10YR6/3,3,,3,11,M,clay loam,,,,,,,2,E,"0,734","4,94716","8,54",23,,,
JP19E61,E61,20/06/2019,43636,JP19,2019,"3,024995","502033,17","43,125032","4774699,84",,200-220,210,Gley 14/N,3,,3,11,M,loamy sand,,,,,,,2,E,"0,723","4,87302","8,24",34,,,
JP19B37,B37,21/06/2019,43637,JP19,2019,"3,166853","513547,44","43,237402","4787191,95","2,362",0-20,10,10YR6/4,3,,0,0,,silty clay,,6,,,0,"Natural area, grasses, big opposition between dry vegetation and a much greener one, round of salt? 
Proximity of the Clape and the Aude, not much coherence.",2,B,"0,469","3,16106","8,13",100,,,
JP19B37,B37,21/06/2019,43637,JP19,2019,"3,166853","513547,44","43,237402","4787191,95","2,112",30-40,35,10YR7/4,3,,0,0,,silty clay,,,,,,,2,B,"0,272","1,83328","8,3",82,,,
JP19B37,B37,21/06/2019,43637,JP19,2019,"3,166853","513547,44","43,237402","4787191,95","1,712",70-80,75,10YR6/4,3,,1,10,P,silty clay,,,,,,,2,B,"1,598","10,77052","8,3",74,,,
JP19B37,B37,21/06/2019,43637,JP19,2019,"3,166853","513547,44","43,237402","4787191,95","1,412",90-120,105,10YR5/4,3,,1,10,P,silty clay,,,,,,,2,B,"2,85","19,209","8,26",97,,,
JP19B38,B38,21/06/2019,43637,JP19,2019,"3,166474","513516,47","43,238297","4787291,28","2,547",0-20,10,10YR5/4,3,,1,10,M,silty clay,,,,,0,"Classical vine work, no mortality",1,B,"0,317","2,13658","8,13",110,,,
JP19B38,B38,21/06/2019,43637,JP19,2019,"3,166474","513516,47","43,238297","4787291,28","2,297",30-40,35,10YR5/4,3,,1,10,M,silty clay,,,,,,,1,B,"0,593","3,99682","8,27",55,,,
JP19B38,B38,21/06/2019,43637,JP19,2019,"3,166474","513516,47","43,238297","4787291,28","1,897",70-80,75,10YR5/4,3,,1,10,M,silty clay,,,,,,,1,B,"0,819","5,52006","8,22",50,,,
JP19B38,B38,21/06/2019,43637,JP19,2019,"3,166474","513516,47","43,238297","4787291,28","1,597",90-120,105,10YR5/4,3,,2,10,M,silty clay,,,,,,,1,B,"1,032","6,95568","8,32",51,,,
JP19B39,B39,21/06/2019,43637,JP19,2019,"3,166201","513493,54","43,241768","4787676,7","2,911",0-20,10,10YR6/4,3,,1,0,,silty clay,,"2,33333333333333",,,0,"Vineyard, classic grape already big, close to Aude so possible submersions",1,B,"0,406","2,73644","7,95",110,,,
JP19B39,B39,21/06/2019,43637,JP19,2019,"3,166201","513493,54","43,241768","4787676,7","2,661",30-40,35,10YR5/4,3,,1,0,,silty clay,,,,,,,1,B,"0,407","2,74318","8,12",100,,,
JP19B39,B39,21/06/2019,43637,JP19,2019,"3,166201","513493,54","43,241768","4787676,7","2,261",70-80,75,10YR4/4,3,,1,0,,silty clay,,,,,,,1,B,"0,702","4,73148","8,26",110,,,
JP19B39,B39,21/06/2019,43637,JP19,2019,"3,166201","513493,54","43,241768","4787676,7","1,961",90-120,105,10YR4/4,3,,2,10,P,silty clay loam,,,,,,,1,B,"0,59","3,9766","8,22",110,,,
ESE18A1,A1,25/09/2018,43368,ESE18,2018,"3,1904482","515473,00","43,1987353",4782902,"1,458",0-10,5,10YR4/6,3,2,0,0,,loamy sand,,,yes,compactness,,Parcel of vines uprooted 3 years ago due to mortality / 2/3mm porous crust / Si pebbles and a lot of gravel.,4,A,"0,415","2,7971","8,2800",20,,,
ESE18A1,A1,25/09/2018,43368,ESE18,2018,"3,1904482","515473,00","43,1987353",4782902,"1,158",30-40,35,10YR4/6,3,2,1,10,,loamy sand,,,yes,compactness,,,4,A,"0,468","3,15432","8,3300",18,,,
ESE18A1,A1,25/09/2018,43368,ESE18,2018,"3,1904482","515473,00","43,1987353",4782902,"0,758",70-80,75,10YR3/6,2,0,1,10,,loamy sand,,,yes,compactness,,,4,A,"0,463","3,12062","8,2500",20,,,
ESE18A2,A2,25/09/2018,43368,ESE18,2018,"3,192756","515660,00","43,2006855",4783119,"0,383",0-10,5,10YR5/4,3,,1,10,P,silty clay,polyhedral subangular,6,yes,movable,,no redness/surface cracks to clear the clays/shells prisms at the bottom of the profile,2,A,"3,520","23,7248","8,4300",22,,,
ESE18A2,A2,25/09/2018,43368,ESE18,2018,"3,192756","515660,00","43,2006855",4783119,"0,083",30-40,35,"2,5Y5/4",1,,2,11,M,silty clay,polyhedral subangular,,yes,movable,,,2,A,"2,91","19,6134","8,5000",19,,,
ESE18A2,A2,25/09/2018,43368,ESE18,2018,"3,192756","515660,00","43,2006855",4783119,"-0,317",70-80,75,"2,5Y5/4",1,,2,11,M,silty clay,polyhedral subangular,,yes,movable,,,2,A,"3,71","25,0054","8,3900",27,,,
ESE18A2,A2,25/09/2018,43368,ESE18,2018,"3,192756","515660,00","43,2006855",4783119,"-0,467",80-100,90,5Y5/1,2,,3,11,M,sandy loam,polyhedral subangular,,yes,movable,,,2,A,,,,,,,
ESE18A2,A2,25/09/2018,43368,ESE18,2018,"3,192756","515660,00","43,2006855",4783119,"-0,717",110-120,115,5Y4/1,2,,3,11,F,sand,polyhedral subangular,,yes,movable,,,2,A,"3,290","22,158","8,1600",48,,,
ESE18A3,A3,25/09/2018,43368,ESE18,2018,"3,1968751","515994,00","43,2031458",4783393,"0,113",0-10,5,"2,5Y5/3",3,,1,11,M,silty clay,polyhedral angular,,yes,movable,,salt precipitated at 2cm depth/no vegetation area flooded in winter/presence of dead shells and crabs,2,A,"12,760","85,939","8,2100",93,,,
ESE18A3,A3,25/09/2018,43368,ESE18,2018,"3,1968751","515994,00","43,2031458",4783393,"-0,187",30-40,35,"2,5Y5/3",3,,1,0,M,silty clay,polyhedral angular,,yes,movable,,,2,A,"8,52","57,3822","8,3400",48,,,
ESE18A3,A3,25/09/2018,43368,ESE18,2018,"3,1968751","515994,00","43,2031458",4783393,"-0,587",70-80,75,"2,5Y5/1",3,,2,0,M,sandy loam,polyhedral angular,,yes,movable,,,2,A,"6,33","42,63255","8,2100",51,,,
ESE18A3,A3,25/09/2018,43368,ESE18,2018,"3,1968751","515994,00","43,2031458",4783393,"-0,837",90-110,100,"2,5Y4/1",3,,3,0,F,sand,polyhedral angular,,yes,movable,,,2,A,,,,,,,
ESE18A4,A4,25/09/2018,43368,ESE18,2018,"3,2022532","516430,00","43,2065402",4783771,"0,499",0-10,5,10YR5/4,3,,1,11,M,silty clay,polyhedral angular,6,yes,small compactness,,saturated zone at 80cm,2,A,"10,000","67,350","8,2100",83,,,
ESE18A4,A4,25/09/2018,43368,ESE18,2018,"3,2022532","516430,00","43,2065402",4783771,"0,199",30-40,35,10YR5/4,3,,1,11,M,silty clay,polyhedral angular,,yes,small compactness,,,2,A,"6,6","44,451","8,3400",38,,,
ESE18A4,A4,25/09/2018,43368,ESE18,2018,"3,2022532","516430,00","43,2065402",4783771,"-0,201",70-80,75,10YR4/3,3,,2,0,F,sandy clay,polyhedral angular,,yes,small compactness,,,2,A,"7,49","50,44515","8,3200",45,,,
ESE18A4,A4,25/09/2018,43368,ESE18,2018,"3,2022532","516430,00","43,2065402",4783771,"-0,401",80-110,95,5Y5/1,1,,3,0,F,loamy sand,polyhedral angular,,yes,small compactness,,,2,A,,,,,,,
ESE18A5,A5,25/09/2018,43368,ESE18,2018,"3,2058224","516719,00","43,2100097",4784157,"0,540",0-10,5,10YR4/4,3,,1,0,,silty clay,polyhedral angular,,yes,movable,,saturated area at 80cm/salt stains/black matter at 2cm/oxidation increasing with depth/black marble stains at the bottom of the profile/black marble stains at the bottom of the profile/sanity,2,A,"13,560","91,327","8,2300",83,,,
ESE18A5,A5,25/09/2018,43368,ESE18,2018,"3,2058224","516719,00","43,2100097",4784157,"0,24",30-40,35,10YR5/4,3,,1,0,M,sandy clay loam,polyhedral angular,,yes,movable,,,2,A,"8,63","58,12305","8,1400",70,,,
ESE18A5,A5,25/09/2018,43368,ESE18,2018,"3,2058224","516719,00","43,2100097",4784157,"-0,16",70-80,75,"2,5Y4/3",3,,2,11,F,clay,polyhedral angular,,yes,movable,,,2,A,"8,87","59,73945","8,2900",45,,,
ESE18A5,A5,25/09/2018,43368,ESE18,2018,"3,2058224","516719,00","43,2100097",4784157,"-0,460",90-120,105,"2,5Y3/1",1,,3,0,F,loamy sand,polyhedral angular,,yes,movable,,,2,A,,,,,,,
ESE18A6,A6,25/09/2018,43368,ESE18,2018,"3,2065696","516778,00","43,2161856",4784843,"0,614",0-10,5,10YR4/3,3,,1,0,P,sandy clay loam,polyhedral angular,,yes,movable,,saturated zone at 80cm,2,A,"13,110","88,296","8,3000",80,,,
ESE18A6,A6,25/09/2018,43368,ESE18,2018,"3,2065696","516778,00","43,2161856",4784843,"0,314",30-40,35,10YR4/3,3,,1,0,P,sandy clay loam,polyhedral angular,,yes,movable,,,2,A,"9,18","61,8273","8,3000",64,,,
ESE18A6,A6,25/09/2018,43368,ESE18,2018,"3,2065696","516778,00","43,2161856",4784843,"-0,086",70-80,75,"2,5YR5/4",2,,1,0,F,sand,polyhedral angular,,yes,movable,,,2,A,"8,21","55,29435","8,2100",70,,,
ESE18A6,A6,25/09/2018,43368,ESE18,2018,"3,2065696","516778,00","43,2161856",4784843,"-0,236",80-100,90,5YR2/1,2,,2,0,F,clay,polyhedral angular,,yes,movable,,,2,A,,,,,,,
ESE18A6,A6,25/09/2018,43368,ESE18,2018,"3,2065696","516778,00","43,2161856",4784843,"0,000",100-120,110,5YR4/1,2,,3,0,F,sand,polyhedral angular,,yes,movable,,,2,A,,,,,,,
ESE18A7,A7,26/09/2018,43369,ESE18,2018,"3,1388471","511293,00","43,1316786",4775447,"2,090",0-10,5,10YR5/4,3,3,0,0,,sandy loam,polyhedral angular,,yes,small compactness,,"mid-slope, mortalite",1,A,"0,100","0,674","8,2200",33,,,
ESE18A7,A7,26/09/2018,43369,ESE18,2018,"3,1388471","511293,00","43,1316786",4775447,"1,790",30-40,35,10YR6/3,3,3,0,0,,sandy loam,polyhedral angular,,yes,small compactness,,,1,A,"0,100","0,674","8,2900",36,,,
ESE18A8,A8,26/09/2018,43369,ESE18,2018,"3,1950619","515840,00","43,2290285",4786267,"1,032",0-10,5,,3,,1,0,,clay loam,,,yes,,,"low slope, appears to be the bed of a temporary stream, salicornia, sea lavender, accumulation of organic matter not decomposed",4,A,"3,500","23,573","7,8500",394,,,
ESE18A8,A8,26/09/2018,43369,ESE18,2018,"3,1950619","515840,00","43,2290285",4786267,0,15-20,20,,3,,1,0,,clay loam,,,yes,,,,4,A,,,,,,,
ESE18A8,A8,26/09/2018,43369,ESE18,2018,"3,1950619","515840,00","43,2290285",4786267,0,20-30,25,10YR4/2,3,,2,10,F,silty clay,,,yes,,,,4,A,,,,,,,
ESE18A8,A8,26/09/2018,43369,ESE18,2018,"3,1950619","515840,00","43,2290285",4786267,"0,732",30-40,35,10YR5/2,3,,2,11,M,silty clay,,,yes,,,,4,A,"0,79","5,32065","8,2400",43,,,
ESE18A8,A8,26/09/2018,43369,ESE18,2018,"3,1950619","515840,00","43,2290285",4786267,"0,332",70-80,75,10YR5/2,3,,3,11,F,silty clay,,,yes,,,,4,A,"0,768","5,17248","8,3100",28,,,
ESE18A8,A8,26/09/2018,43369,ESE18,2018,"3,1950619","515840,00","43,2290285",4786267,"-0,068",110-120,115,10YR5/2,3,,3,11,F,sandy clay loam,,,yes,,,,4,A,"0,732","4,928","8,3467",19,,,
ESE18A9,A9,26/09/2018,43369,ESE18,2018,"3,1990482","516164,00","43,2279051",4786143,"0,882",0-10,5,10YR5/4,3,,1,0,,silty clay loam,granular,,no,small compactness,,"low plains, salicornia, ferromagnesian concretions",2,A,"10,290","69,303","8,2500",133,,,
ESE18A9,A9,26/09/2018,43369,ESE18,2018,"3,1990482","516164,00","43,2279051",4786143,"0,582",30-40,35,10YR5/4,3,,1,0,,silty clay loam,granular,,no,small compactness,,,2,A,"5,92","39,8712","8,3600",72,,,
ESE18A9,A9,26/09/2018,43369,ESE18,2018,"3,1990482","516164,00","43,2279051",4786143,"0,182",70-80,75,10YR5/4,3,,0,0,,loamy sand,granular,,no,small compactness,,,2,A,"2,71","18,25185","8,2900",50,,,
ESE18A9,A9,26/09/2018,43369,ESE18,2018,"3,1990482","516164,00","43,2279051",4786143,"-0,218",110-120,115,10YR5/3,3,,2,10,F,sandy loam,granular,,no,small compactness,,,2,A,"4,380","29,499","8,3200",39,,,
ESE18A10,A10,26/09/2018,43369,ESE18,2018,"3,2037787","516549,00","43,2247541",4785794,"0,306",0-10,5,10YR5/2,3,,1,10,P,silty clay,prismatic,,yes,high compactness,,"marshes, low plants, Feromegnesian concretions",2,A,"1,166","7,853","8,4300",14,,,
ESE18A10,A10,26/09/2018,43369,ESE18,2018,"3,2037787","516549,00","43,2247541",4785794,"0,006",30-40,35,10YR5/2,3,,1,10,P,silty clay,prismatic,,yes,high compactness,,,2,A,"1,157","7,792395","8,3200",22,,,
ESE18A10,A10,26/09/2018,43369,ESE18,2018,"3,2037787","516549,00","43,2247541",4785794,"0,006",30-40,35,10YR5/3,3,,2,11,M,sandy clay loam,prismatic,,yes,high compactness,,,2,A,"1,157","7,792395","8,3200",22,,,
ESE18A10,A10,26/09/2018,43369,ESE18,2018,"3,2037787","516549,00","43,2247541",4785794,"-0,394",70-80,75,10YR5/3,3,,2,11,M,sandy clay loam,prismatic,,yes,high compactness,,,2,A,"1,217","8,196495","8,2867",26,,,
ESE18A10,A10,26/09/2018,43369,ESE18,2018,"3,2037787","516549,00","43,2247541",4785794,"-0,794",110-120,115,10YR5/3,1,,3,11,M,sand,prismatic,,yes,high compactness,,,2,A,"1,436","9,671","8,1500",47,,,
ESE18A11,A11,26/09/2018,43369,ESE18,2018,"3,2069721","516808,00","43,225973",4785930,"0,439",0-10,5,10YR5/3,3,,1,11,F,silty clay,,,no,high compactness,,"salt crust, glasswort, sea lavender, hydromorphy and undecomposed organic matter in the early horizons, very little magnesian concretions at the 75 cm level",2,A,"3,867","26,042","8,3200",28,,,
ESE18A11,A11,26/09/2018,43369,ESE18,2018,"3,2069721","516808,00","43,225973",4785930,"0,139",30-40,35,10YR5/3,3,,1,11,F,silty clay,,,no,high compactness,,,2,A,"2,99","20,13765","8,3800",24,,,
ESE18A11,A11,26/09/2018,43369,ESE18,2018,"3,2069721","516808,00","43,225973",4785930,0,50-60,55,10YR5/4,3,,2,0,,silt loam,,,no,high compactness,,,2,A,,,,,,,
ESE18A11,A11,26/09/2018,43369,ESE18,2018,"3,2069721","516808,00","43,225973",4785930,"-0,261",70-80,75,10YR5/3,3,,2,0,,silty clay loam,,,no,high compactness,,,2,A,"2,38","16,0293","8,2800",29,,,
ESE18A11,A11,26/09/2018,43369,ESE18,2018,"3,2069721","516808,00","43,225973",4785930,"-0,661",110-120,115,10YR5/4,3,,3,0,,sand,,,no,high compactness,,,2,A,"2,690","18,117","8,2500",20,,,
ESE18A12,A12,26/09/2018,43369,ESE18,2018,"3,209558","517018,00","43,2259683",4785930,"1,269",0-10,5,10YR6/3,3,,1,11,F,clay,,,no,high compactness,,"grass, path, meadow, cane of provence surrounded by two canals, organic material not decomposed of small size",2,A,"2,423","16,321","8,4467",14,,,
ESE18A12,A12,26/09/2018,43369,ESE18,2018,"3,209558","517018,00","43,2259683",4785930,"0,969",30-40,35,10YR6/3,3,,1,11,F,clay,,,no,high compactness,,,2,A,"1,214","8,17629","8,4700",12,,,
ESE18A12,A12,26/09/2018,43369,ESE18,2018,"3,209558","517018,00","43,2259683",4785930,"0,569",70-80,75,10YR6/3,3,,3,0,,clay,,,no,high compactness,,,2,A,"1,372","9,24042","8,2000",19,,,
ESE18A12,A12,26/09/2018,43369,ESE18,2018,"3,209558","517018,00","43,2259683",4785930,"0,169",110-120,115,10YR6/3,3,,3,0,,clay,,,no,high compactness,,,2,A,"0,709","4,775","8,0200",39,,,
ESE18A13,A13,27/09/2018,43370,ESE18,2018,"3,1929625","515675,00","43,2076098",4783888,"1,977",0-10,5,10YR4/4,3,,0,0,,silt loam,,,,small compactness,,"Plowed, bottom of slope, coarse elements 10% in surface (size from 1 to 10cm), rather of colluvial origin, some effervescent others not, in depth sandy inclusions, red ""brick"" inclusions, and very rounded coarse elements like quartz.",1,A,"0,203","1,365","8,2200",36,,,
ESE18A13,A13,27/09/2018,43370,ESE18,2018,"3,1929625","515675,00","43,2076098",4783888,"1,677",30-40,35,10YR4/4,2,,1,0,,sandy loam,,,,small compactness,,,1,A,"0,190666666666667","1,28414","8,5267",18,,,
ESE18A13,A13,27/09/2018,43370,ESE18,2018,"3,1929625","515675,00","43,2076098",4783888,"1,277",70-80,75,10YR4/4,1,,2,11,F,clay loam,,,,small compactness,,,1,A,"0,218","1,466","8,6300",11,,,
ESE18A14,A14,27/09/2018,43370,ESE18,2018,"3,1942326","515777,00","43,212173",4784395,"1,537",0-10,5,10YR4/3,3,,1,0,,silt loam,,,,small compactness,,"Ploughed, no slope, coarse elements 5%, slightly blunter",1,A,"0,444","2,990","8,1700",51,,,
ESE18A14,A14,27/09/2018,43370,ESE18,2018,"3,1942326","515777,00","43,212173",4784395,"1,237",30-40,35,10YR4/3,3,,1,0,,silt loam,,,,small compactness,,,1,A,"0,763","5,138805","8,2100",56,,,
ESE18A14,A14,27/09/2018,43370,ESE18,2018,"3,1942326","515777,00","43,212173",4784395,0,50-60,55,10YR4/6,3,,2,10,F,silty clay loam,,,,small compactness,,,1,A,,,,,,,
ESE18A14,A14,27/09/2018,43370,ESE18,2018,"3,1942326","515777,00","43,212173",4784395,"0,837",70-80,75,10YR4/4,2,,2,10,F,sandy clay loam,,,,small compactness,,,1,A,"0,180","1,212","8,3300",35,,,
ESE18A15,A15,27/09/2018,43370,ESE18,2018,"3,1925846","515642,00","43,2166062",4784887,"2,521",0-10,5,10YR4/4,3,,0,0,,sandy clay loam,,2,,compactness,,"Reworked soil, young vines, 20% coarse elements, more small pebbles of alluvial origin even at depth, some larger angular limestone pebbles of colluvial origin.",1,A,"0,451","3,037","8,0400",70,,,
